text,task,label
"Justice didn't resign his faculty position though did he. All these people who want a ""guilty until proven innocent"" society. They should all be rooted out and dismissed from schools, universities and government.",toxic,clean
"Of course Jesus saves souls--not cardinals and bishops. That isn't the question or the point and you darn well know it.

EDUCATION is indeed important---people need to be educated as to what the Church teaches--so that they can make clear and free choices about their spiritual lives and whether they want to believe and profess the Catholic Faith. When teaching is not made clear, or people are made to believe the wrong things--they cannot make clear and free choices about their spiritual lives or whether they want to be a part of the Catholic Faith.  They have chosen to be Catholic under false pretenses.  Is that fair? 

Is it fair if someone remains Catholic because they think certain teachings will eventually change--when the hierarchy knows full well they won't? Is it fair to give people the impression that Catholic moral teaching does not really matter--all that matters is Catholic social teaching?",toxic,clean
"In 2007, Ed Gillespie was paid $300,000 to be the frontman for a coalition that made the individual mandate the centerpiece of its health reform plan.",claim,misleading
Says Indiana Gov. Mike Pence provides zero state funding for homeless shelters.,claim,factual
The choice seems clear to me. Experience and maturity should win over getting a position because your daddy is the mayor. But that's none of my business😉,toxic,clean
The Republican governor who stood up and cut spending instead of raising taxes.,claim,opinion
"A warm beer is better than a cold beer. After all, nothing is better than a cold beer, and a warm beer is better than nothing.",fallacy,equivocation
"Obamas stimulus, passed in his first month in office, will cost more than the entire Iraq War.",claim,misleading
CRM2 is coming.  Good timing to sell this asset.,toxic,clean
"With a self-righteous response like that, I do not miss Spur food.",toxic,clean
"We have a legal immigration system in America that accepts 1 million people a year, legally. No other country in the world even comes close to that.",claim,factual
"One of the reasons why it is hard to get accurate buyer information, is that the information we do have is deliberately withheld.

It took an FOI from the Northshore News to get the BC Liberal government to release stats on the  number of foreign buyers in West and North Vancouver.

You have to ask yourself why, oh why does the government refuse to release information pertaining as to who buys real estate? 

Just like the Feds for so many years, refused to release data regarding the number of immigrants via Quebec's Investor program who were packing their bags and heading  to Vancouver, and to a lesser extent Toronto.  As in almost all of them.

(Just because the BC Liberals wanted this not released.. 24% of the RE sales in West Vancouver were to foreign buyers before the implementation of the tax.).",toxic,clean
"“I really deserve an “A” on this paper, professor. Not only did I study during my grandmother’s funeral, but I also passed up the heart transplant surgery, even though that was the first matching donor in 3 years.”",fallacy,appeal to emotion
Says he and Bernie Sanders have very similar views on trade,claim,factual
Attacks on Planned Parenthood come at a time when the poverty rate among women is the highest in nearly two decades and 1 in 5 women under 65 dont have access to health care.,claim,factual
"Says under the Affordable Care Act, New Jerseys new (Medicaid) enrollees wont qualify for the matching federal funds simply because we added them onto the rolls before 2014.",claim,misleading
"Whitehouse , a scientist who works with Lord Lawson ’ s sceptic Global Warming Policy Foundation , said the massive fall in temperatures following the end of El Nino meant the warming hiatus or slowdown may be coming back .",fallacy,faulty generalization
"Radir D, like Sylvia, deflects away from white mass murderers. White nationalism compels them. Trump's Make America White Again vision is a harder sell when white guys keep terrorizing communities by shooting random strangers.",toxic,clean
"The article in question was NOT an original Newsweek article,  It was an opinion piece from a right-wing think tank that is devoid of the nuances of Canadian law. It ignores the fact that the confession was induced by the threat of life imprisonment (indefinite detention), and throws in irrelevant facts like family connection to Bid Laden - which he had no control over.  You cannot  consider that a conservative viewpoint speaks for all Americans.

Even if that opinion piece had been picked up elsewhere, the source would have been noted and its bias known. However, the CPC, by sending out Canadian MPs, made the criticism more authentic. The CPC is being traitorous by airing this issue in the U.S. and deliberately trying to damage the Canadian image abroad.",toxic,clean
